universityName,cityName,countryName
Guangzhou Medical University,Guangzhou,China
Indian Institute of Technology Indore,Indore,India
Shandong University,Jinan,China
Shahrekord University of Medical Sciences,Shahr-e Kord,Iran
Shanghai Jiao Tong University School of Medicine,Shanghai,China
"Institute of Blood Transfusion,Chinese Academy of Medical Sciences&amp; Peking Union Medical College",Chengdu,China
Holy Spirit University of Kaslik (USEK),Jounieh,Lebanon
Aswan University Hospital,Aswan,Egypt
Shiraz University of Medical Sciences,Shiraz,Iran
Busitema University,Tororo,Uganda
Hiroshima University Graduate School of Biomedical and Health Sciences,Hiroshima,Japan
Peter Maccallum Cancer Centre,Melbourne,Australia
Guiyang Medical College,Guiyang,China
School of Hygiene and Tropical Medicine,Fajara,Gambia
Birjand University of Medical Sciences,Birjand,Iran
National Lung Hospital,Hanoi,Viet Nam
Universitas Syiah Kuala,Banda Aceh,Indonesia
University of Nottingham Medical School,Nottingham,United Kingdom
Shenzhen Institute of Advanced Technology,Shenzhen,China
"Faculty of Medicine, Prince of Songkla University",Hatyai,Thailand
Uganda Ministry of Health,Kampala,Uganda
Jilin University,Changchun,China
"Soonchunhyang University, College of Medicine",Seoul,South Korea
Shenzhen University Health Science Center,Shenzhen,China
China Medical University Shenyang,Shenyang,China
Chengdu University of Traditional Chinese Medicine,Chengdu,China
Syddansk Universitet,Odense,Denmark
University of KwaZulu-Natal,Durban,South Africa
Feidong County Hospital of Traditional Chinese Medicine,Hefei,China
National University of Singapore,Singapore City,Singapore
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Uniklinik RWTH Aachen,Aachen,Germany
University Sorbonne Paris Nord,Villetaneuse,France
Peking University Hospital of Stomatology,Beijing,China
Laboratoire de Bio-Géosciences et Ingénierie des Matériaux,Casablanca,Morocco
Yantai Hospital of Traditional Chinese Medicine,Yantai,China
University of Cape Town Lung Institute,Cape Town,South Africa
Binzhou Medical College,Binzhou,China
China Academy of Chinese Medical Sciences,Beijing,China
IUHW Narita Hospital,Narita,Japan
Sir Run Run Shaw Hospital,Hangzhou,China
Dazhou Central Hospital,Dazhou,China
Reference General Hospital,Niamey,Niger
Addis Ababa University,Addis Ababa,Ethiopia
"Fuwai Hospital, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",Beijing,China
University of the Ryukyus,Nishihara,Japan
Faculty of Medicine and Health,Orebro,Sweden
University of South Australia,Adelaide,Australia
University of Johannesburg,Johannesburg,South Africa
American University of Beirut,Beirut,Lebanon
People's Hospital of Chizhou,Chizhou,China
College of Engineering and Technology,Alexandria,Egypt
Pusan National University Hospital,Busan,South Korea
"Xuanwu Hospital, Capital Medical University",Beijing,China
Justus-Liebig-Universität Gießen,Giessen,Germany
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Facoltà di Medicina e Odontoiatria,Rome,Italy
Wellcare Clinic,Seoul,South Korea
Universiteit van Amsterdam,Amsterdam,Netherlands
University of Dschang,Dschang,Cameroon
Universidad Autónoma de la Ciudad de México,Mexico,Mexico
"University of California, San Diego",La Jolla,United States
IRCCS Istituto Ortopedico Galeazzi,Milan,Italy
Rafsanjan University of Medical Sciences,Rafsanjan,Iran
Pamukkale Üniversitesi,Denizli,Turkey
University of Tsukuba Hospital,Tsukuba,Japan
Leids Universitair Medisch Centrum,Leiden,Netherlands
Simon Fraser University,Burnaby,Canada
Lovely Professional University,Phagwara,India
Guangdong Yunfu Vocational College of Chinese Medicine,Yunfu,China
Vrije Universiteit Brussel,Brussels,Belgium
University of Environment and Sustainable Development,Somanya,Ghana
Fudan University,Shanghai,China
Centers for Disease Control and Prevention,Atlanta,United States
Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,Krakow,Poland
"University Medicine and Pharmacy, Hue University",Hue,Viet Nam
Jiujiang University,Jiujiang,China
Univerzitet u Sarajevu,Sarajevo,Bosnia and Herzegovina
IRCCS Istituto Ortopedico Galeazzi,Milan,Italy
Dilla University,Addis Ababa,Ethiopia
"University of South Florida, Tampa",Tampa,United States
National Cancer Institute (NCI),Rockville,United States
Tsinghua University,Beijing,China
Xiangya Hospital of Central-South University,Changsha,China
Kyung Hee Medical Center,Seoul,South Korea
University of Indianapolis,Indianapolis,United States
Ecology and Dry Lands Agriculture Division,Cairo,Egypt
Tilburg University,Tilburg,Netherlands
Faculty of Oral &amp; Dental Medicine,New Cairo,Egypt
University of Northumbria,Newcastle,United Kingdom
School of Public Health,Tehran,Iran
School of Veterinary Medicine,Davis,United States
Chongqing Medical University,Chongqing,China
Università della Svizzera italiana,Lugano,Switzerland
"Samsung Medical Center, Sungkyunkwan university",Seoul,South Korea
Obafemi Awolowo University,Ife,Nigeria
Chongqing Medical University,Chongqing,China
Madda Walabu University,Robe,Ethiopia
Zibo Central Hospital,Zibo,China
College of Health Sciences,Norfolk,United States
Yonsei University,Seoul,South Korea
School of Rehabilitation,Tehran,Iran
Stockholms led- &amp; amp; smärtklinik,Stockholm,Sweden
Nantong University,Nantong,China
Københavns Universitet,Copenhagen,Denmark
London School of Hygiene &amp; Tropical Medicine,London,United Kingdom
Walailak University,Tha Sala,Thailand
Institute of Physics Zagreb,Zagreb,Croatia
North Tyneside General Hospital,North Shields,United Kingdom
Second Xiangya Hospital of Central South University,Changsha,China
Semmelweis Egyetem,Budapest,Hungary
"Shanghai Institute of Materia Medica, Chinese Academy of Sciences",Shanghai,China
Dilla University,Addis Ababa,Ethiopia
Centre Hospitalier Universitaire Vaudois,Lausanne,Switzerland
Graduate School of Medicine,Chiba,Japan
School of Medicine,Xiamen,China
Peking Union Medical College Hospital,Beijing,China
University of Technology- Iraq,Baghdad,Iraq
Medizinische Universitat Innsbruck,Innsbruck,Austria
"The Faculty of Medicine, Health and Human Sciences",Macquarie Park,Australia
Swansea University Medical School,Swansea,United Kingdom
Semmelweis Egyetem,Budapest,Hungary
Graduate School of Medicine,Suita,Japan
Shandong University,Jinan,China
Hunan Normal University,Changsha,China
Universidade Federal de Ouro Preto,Ouro Preto,Brazil
Alma Mater Studiorum Università di Bologna,Bologna,Italy
The Second Hospital of Tianjin Medical University,Tianjin,China
Triservice General Hospital Taiwan,Taipei,Taiwan
Scuola Universitaria Professionale della Svizzera Italiana,Manno,Switzerland
Università degli studi Magna Graecia di Catanzaro,Catanzaro,Italy
SBUMS School of Medicine,Tehran,Iran
Veterans General Hospital-Taichung Taiwan,Taichung,Taiwan
Hebei Medical University,Shijiazhuang,China
Institute of Nursing Science,Basel,Switzerland
School of Medicine (IUMS),Tehran,Iran
Kumasi Centre for Collaborative Research in Tropical Medicine (KCCR),Kumasi,Ghana
Longhua Hospital Shanghai University of Traditional Chinese Medicine,Shanghai,China
Anhui University of Chinese Medicine,Hefei,China
Faculty of Science,Cairo,Egypt
LifeNet Health Inc.,Virginia Beach,United States
Itä-Suomen yliopisto,Kuopio,Finland
Universitas Padjadjaran,Bandung,Indonesia
Bogomolets National Medical University,Kyiv,Ukraine
Shenzhen Children's Hospital,Shenzhen,China
Queen Elizabeth Hospital Hong Kong,Hong Kong,China
Chiang Mai University,Chaing Mai,Thailand
Gyeongsang National University,Jinju,South Korea
Chonnam National University Medical School,Gwangju,South Korea
Università degli Studi di Catania,Catania,Italy
Massachusetts Institute of Technology,Cambridge,United States
Sveriges lantbruksuniversitet,Uppsala,Sweden
University of Baghdad,Baghdad,Iraq
The 3rd Xiangya Hospital,Changsha,China
Hiroshima University Hospital,Hiroshima,Japan
National Taiwan University,Taipei,Taiwan
First Affiliated Hospital of Jinan University,Guangzhou,China
Faculty of Health and Medical Sciences,Adelaide,Australia
Faculty of Nutrition and Food Sciences,Tabriz,Iran
VMMC &amp; Safdarjang Hospital,New Delhi,India
Klinik Kesihatan Bandar Botanic,Bandar Botanic,Malaysia
University of Nicosia,Nicosia,Cyprus
Københavns Universitet,Copenhagen,Denmark
AII India Institute of Medical Sciences,Bhubaneswar,India
Zunyi Medical University,Zunyi,China
Zhongnan Hospital of Wuhan University,Wuhan,China
PLA Strategic Support Force Characteristic Medical Center,Beijing,China
Anhui University of Science and Technology,Huainan,China
Korle Bu Teaching Hospital,Accra,Ghana
Xuzhou Central Hospital,Xuzhou,China
The First Hospital of Xian Jiaotong University,Xi'an,China
Faculty of Veterinary Medicine,Ismailia,Egypt
Northeast Forestry University,Harbin,China
KITE Research Institute,Toronto,Canada
Universidade de São Paulo,Sao Paulo,Brazil
Fujian Normal University,Fuzhou,China
Université de Yaoundé I,Yaounde,Cameroon
Technische Universität Darmstadt,Darmstadt,Germany
Changchun University of Chinese Medicine,Changchun,China
University of Applied Sciences Offenburg,Offenburg,Germany
National Institute of Public Health,Ljubljana,Slovenia
Bahir Dar University,Bahir Dar,Ethiopia
Saskatchewan Health Authority,Saskatoon,Canada
Ahvaz Jundishapur University of Medical Sciences,Ahvaz,Iran
Anhui Medical University,Hefei,China
Faculty of Science,Melbourne,Australia
Osteogenesis Imperfecta Federation Europe,Heffen,Belgium
900 Hospital of the Joint Logistics Team,Fuzhou,China
Universitätsklinikum Münster,Munster,Germany
Chongqing Medical University,Chongqing,China
School of Chinese Medicine,Hong Kong,Hong Kong
Graduate School of Medicine,Suita,Japan
Harbin Medical University,Harbin,China
Korea Institute of Science and Technology,Seoul,South Korea
Seoul National University Hospital,Seoul,South Korea
Changzhi University,Changzhi,China
Zhuji People’s Hospital of Zhejiang Province,Shaoxing,China
Henan University of Chinese Medicine,Zhengzhou,China
University of Évora,Evora,Portugal
School of Medicine,Tehran,Iran
Icahn School of Medicine at Mount Sinai,New York,United States
"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
University of Electronic Science and Technology of China,Chengdu,China
Michigan State University,East Lansing,United States
Michigan State University,East Lansing,United States
Dalian Medical University,Dalian,China
The Catholic University of Korea,Bucheon-si,South Korea
Uniwersytet Medyczny w Bialymstoku,Bialystok,Poland
"Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine",Shanghai,China
Universität Witten/Herdecke,Witten,Germany
Icahn School of Medicine at Mount Sinai,New York,United States
University of Gondar,Gondar,Ethiopia
Southern Medical University,Guangzhou,China
Renmin Hospital of Wuhan University,Wuhan,China
IrsiCaixa AIDS Research Institute,Badalona,Spain
The University of Hong Kong Li Ka Shing Faculty of Medicine,Hong Kong,Hong Kong
Air Force Medical University,Xi'an,China
Chongqing University,Chongqing,China
Universitätsmedizin Göttingen,Gottingen,Germany
Københavns Universitet,Copenhagen,Denmark
Shanghai Jiao Tong University School of Medicine,Shanghai,China
"The Catholic University of Korea, College of Medicine",Seoul,South Korea
Jarso District Agricultural Office,Nejo,Ethiopia
"Faculty of Medicine, Chiang Mai University",Chaing Mai,Thailand
Beijing University of Chemical Technology,Beijing,China
İzmir Kâtip Çelebi Üniversitesi,Izmir,Turkey
Renji Hospital,Shanghai,China
King Abdulaziz Medical City - Riyadh,Riyadh,Saudi Arabia
South China University of Technology,Guangzhou,China
Amsterdam UMC - University of Amsterdam,Amsterdam,Netherlands
Institutionen för Hälsovetenskaper,Lund,Sweden
Southern Medical University,Guangzhou,China
Xuzhou Medical University,Xuzhou,China
UCI School of Medicine,Irvine,United States
Markusovszky Lajos University Teaching Hospital of Vas County,Szombathely,Hungary
Lagos University Teaching Hospital,Lagos,Nigeria
College of Medicine,Sharjah,United Arab Emirates
The University of Texas MD Anderson Cancer Center,Houston,United States
London School of Hygiene &amp; Tropical Medicine,London,United Kingdom
National Research Centre,Giza,Egypt
Renmin Hospital of Wuhan University,Wuhan,China
Kumamoto University,Kumamoto,Japan
University of Ottawa,Ottawa,Canada
Nanchang University,Nanchang,China
Qom University of Medical Sciences and Health Services,Qom,Iran
City University of Hong Kong,Hong Kong,Hong Kong
Qilu Hospital of Shandong University,Jinan,China
Southern Medical University,Guangzhou,China
Chinese Center for Disease Control and Prevention,Beijing,China
School of Industrial Engineering,West Lafayette,United States
University of Washington,Seattle,United States
Leids Universitair Medisch Centrum,Leiden,Netherlands
Université du Québec à Montréal,Montreal,Canada
Sanofi S.A.,Gentilly,France
Chongqing Medical University,Chongqing,China
Kwame Nkrumah University of Science &amp; Technology,Kumasi,Ghana
Barzilai University Medical Center,Ashkelon,Israel
Lietuvos Sveikatos Mokslų Universitetas,Kaunas,Lithuania
Universität Basel,Basel,Switzerland
Qazvin University of Medical Sciences,Qazvin,Iran
Mzuzu University,Mzuzu,Malawi
Vrije Universiteit Amsterdam,Amsterdam,Netherlands
Nanjing University of Traditional Chinese Medicine,Nanjing,China
Addis Ababa City Administration Health Bureau,Addis Ababa,Ethiopia
Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,Madrid,Spain
Liaquat National Hospital,Karachi,Pakistan
Universidad Nacional de Mar del Plata,Mar de Plata,Argentina
"School of Medicine, Dentistry and Biomedical Sciences",Belfast,United Kingdom
Shewarobit Hospital,Amhara,Ethiopia
Universitetssjukhuset i Linköping,Linkoping,Sweden
Hongik University,Seoul,South Korea
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Graduate School of Medicine,Chiba,Japan
Faculty of Medicine and Health,Sydney,Australia
Tianjin Institute of Hepatobiliary Disease,Tianjin,China
AbbVie,North Chicago,United States
"Trakya University, Faculty of Medicine",Edirne,Turkey
Hannover Medical School,Hannover,Germany
Baylor College of Medicine,Houston,United States
China Medical University,Taichung,Taiwan
Debreceni Egyetem,Debrecen,Hungary
National Taiwan University College of Medicine,Taipei,Taiwan
Fujian Medical University,Fuzhou,China
"Faculty of Medicine Ramathibodi Hospital, Mahidol University",Bangkok,Thailand
"University of California, Berkeley",Berkeley,United States
Tampere University,Tampere,Finland
